fiscalyear,school,traveler_type,total_trips,total_emissions,percapita_trips,percapita_emissions
FY23-24,School of Education,Graduate Stud,25,4.022635786,0.00014519857356921326,8.460337357643743e-05
FY23-24,School of Education,Sr Staff-Admin,302,43.9185113298,0.001753998768716096,0.000923686462962339
FY23-24,School of Education,Sr Staff-Non Ad,2,0.5963935272,1.161588588553706e-05,1.2543244545249714e-05
FY23-24,School of Education,Staff-Admin,43,6.5436595656,0.0002497415465390468,0.0001376251055867987
FY23-24,School of Medicine (SOM),Deans/Executive,169,17.4409193338,0.0009815423573278817,0.0003668143705799547
FY23-24,School of Medicine (SOM),Faculty,7983,2312.3145927284,0.04636480851212118,0.04863219682868117
FY23-24,School of Medicine (SOM),Graduate Stud,759,212.0523175982,0.004408228693561314,0.00445984732347575
FY23-24,School of Medicine (SOM),Med Intern/Res,413,91.6859336257,0.002398680435363403,0.0019283225494179856
FY23-24,School of Medicine (SOM),Med Students,8,1.4290546472,4.646354354214824e-05,3.0055627854498876e-05
FY23-24,School of Medicine (SOM),Med Trainees,44,8.5128068468,0.0002555494894818153,0.00017903986742981624
FY23-24,School of Medicine (SOM),Non-employees,138,49.748646874900004,0.0008014961261020571,0.0010463048559175303
FY23-24,School of Medicine (SOM),Postdocs,840,205.9255720216,0.004878672071925565,0.0043309906801204485
FY23-24,School of Medicine (SOM),Regular,2,0.5963935272,1.161588588553706e-05,1.2543244545249714e-05
FY23-24,School of Medicine (SOM),Sr Staff-Admin,593,79.76583692300001,0.0034441101650617384,0.0016776211565860501
FY23-24,School of Medicine (SOM),Sr Staff-Appt,45,9.1961775237,0.00026135743242458386,0.00019341240020302156
FY23-24,School of Medicine (SOM),Sr Staff-Non Ad,926,266.8919794136,0.005378155165003659,0.0056132255168287425
FY23-24,School of Medicine (SOM),Staff-Admin,226,35.625825922400004,0.0013125951050656879,0.0007492761512170209
FY23-24,School of Medicine (SOM),Staff-Non Admin,379,72.3913490872,0.002201210375309273,0.0015225222158670156
FY23-24,School of Medicine (SOM),Undergrad Stud,32,10.9684106551,0.00018585417416859296,0.00023068569802486263
FY23-24,School of Medicine (SOM),Visiting Stud,8,2.1829079918,4.646354354214824e-05,4.591053978985464e-05
FY23-24,School of Nursing (SON),Deans/Executive,19,4.402534348800001,0.00011035091591260208,9.259333382627649e-05
FY23-24,School of Nursing (SON),Faculty,475,105.3771037346,0.002758772897815052,0.0022162728489338217
FY23-24,School of Nursing (SON),Graduate Stud,97,24.5604018369,0.0005633704654485474,0.0005165500836606614
FY23-24,School of Nursing (SON),Postdocs,9,1.2782823347,5.227148648491677e-05,2.6884610899940103e-05
FY23-24,School of Nursing (SON),Sr Staff-Admin,98,15.4157072507,0.0005691784083913159,0.00032422046361121074
FY23-24,School of Nursing (SON),Sr Staff-Non Ad,83,21.4399682697,0.000482059264249788,0.0004509216696428986
FY23-24,School of Nursing (SON),Staff-Admin,23,3.1496911444,0.0001335826876836762,6.624375427362389e-05
FY23-24,School of Nursing (SON),Staff-Non Admin,14,1.6546847236,8.131120119875943e-05,3.4801040230678964e-05
FY23-24,School of Nursing (SON),Undergrad Stud,6,1.4173627624,3.484765765661118e-05,2.9809726174563124e-05
FY23-24,Sheridan Libraries,Deans/Executive,13,2.8083413449,7.550325825599089e-05,5.9064544883638984e-05
FY23-24,Sheridan Libraries,Sr Staff-Admin,97,12.3123778397,0.0005633704654485474,0.0002589517812205901
FY23-24,Sheridan Libraries,Sr Staff-Non Ad,4,1.283941364,2.323177177107412e-05,2.70036306162202e-05
FY23-24,Sheridan Libraries,Undergrad Stud,7,2.7165257884000003,4.0655600599379715e-05,5.7133496128558385e-05
FY23-24,Sibley Memorial Hospital,Providers,2,0.5141682416000001,1.161588588553706e-05,1.081389669346136e-05
FY23-24,Sibley Memorial Hospital,Regular,23,4.0075719499,0.0001335826876836762,8.42865536054378e-05
FY23-24,Sibley Memorial Hospital,Regular Nurses,12,0.9647159695,6.969531531322237e-05,2.0289737849700397e-05
FY23-24,Suburban Hospital,Regular,10,1.3888527275,5.80794294276853e-05,2.921010809784919e-05
FY23-24,Suburban Hospital,Regular Nurses,4,0.7743748416,2.323177177107412e-05,1.628651647760172e-05
FY23-24,U-WIDE STUDENT AFFAIRS,Deans/Executive,98,21.9819490918,0.0005691784083913159,0.0004623205156738952
FY23-24,U-WIDE STUDENT AFFAIRS,Sr Staff-Admin,121,14.299353119700001,0.0007027610960749921,0.00030074149842194417
FY23-24,U-WIDE STUDENT AFFAIRS,Staff-Admin,33,4.0831425178,0.0001916621171113615,8.587594059634526e-05
FY23-24,University Administration,Bargaining Unit,6,0.9640654529999999,3.484765765661118e-05,2.0276056300240044e-05
FY23-24,University Administration,Deans/Executive,362,75.44362720240001,0.002102475345282208,0.0015867171963169435
FY23-24,University Administration,Graduate Stud,16,3.7040999559000003,9.292708708429648e-05,7.790398360799376e-05
FY23-24,University Administration,Sr Staff-Admin,1365,243.1343727563,0.007927842116879044,0.005113559681232856
FY23-24,University Administration,Sr Staff-Appt,7,0.9175901715,4.0655600599379715e-05,1.9298596293420877e-05
FY23-24,University Administration,Sr Staff-Non Ad,2,0.09783768160000002,1.161588588553706e-05,2.057705038836777e-06
FY23-24,University Administration,Staff-Admin,196,27.5559108351,0.0011383568167826319,0.0005795511059526394
FY23-24,University Administration,Staff-Non Admin,4,0.31823267180000003,2.323177177107412e-05,6.693013996003665e-06
FY23-24,University Administration,Undergrad Stud,2,0.39109051980000004,1.161588588553706e-05,8.225347535562967e-06
FY23-24,WEST COAST NEONATOLOGY,Providers,89,11.5912434907,0.0005169069219063992,0.00024378500948858724
FY23-24,Whiting School of Engineering,Deans/Executive,67,18.3932887018,0.0003891321771654915,0.0003868444368623859
FY23-24,Whiting School of Engineering,Faculty,1725,457.71548183550004,0.010018701576275714,0.009626592105658721
FY23-24,Whiting School of Engineering,Graduate Stud,822,220.10047361920002,0.004774129098955732,0.004629114735856424
FY23-24,Whiting School of Engineering,Non-employees,8,3.3731806188,4.646354354214824e-05,7.094414588224785e-05
FY23-24,Whiting School of Engineering,Postdocs,180,40.1543619941,0.0010454297296983355,0.0008445195312818567
FY23-24,Whiting School of Engineering,Sr Staff-Admin,334,60.1539161102,0.001939852942884689,0.0012651466619148025
FY23-24,Whiting School of Engineering,Sr Staff-Appt,2,0.1584658194,1.161588588553706e-05,3.3328254485414816e-06
FY23-24,Whiting School of Engineering,Sr Staff-Non Ad,46,6.5747149054000005,0.0002671653753673524,0.00013827825607180824
FY23-24,Whiting School of Engineering,Staff-Admin,170,23.6369815333,0.00098735030027065,0.000497128869046742
FY23-24,Whiting School of Engineering,Staff-Non Admin,181,65.2783939437,0.001051237672641104,0.0013729237850738647
FY23-24,Whiting School of Engineering,Study Abroad Student,1,0.9322829108,5.80794294276853e-06,1.9607611421309243e-05
FY23-24,Whiting School of Engineering,Undergrad Stud,54,9.845367085100001,0.0003136289189095006,0.00020706604172239523
FY23-24,Whiting School of Engineering,Visiting Stud,6,2.5601865031999997,3.484765765661118e-05,5.384539557605939e-05
