date,year,month,fiscalyear,Business Area Code,school,PersonnelArea,PersonnelAreaTotal,total_emissions_epa,total_trips
2022-12-31,2022,12,FY22-23,165.0,School of Nursing (SON),School of Nursing,330.0,2128.26004674,6
2022-12-31,2022,12,FY22-23,170.0,School of Medicine (SOM),School of Medicine,11766.0,143500.39473063,486
2022-12-31,2022,12,FY22-23,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,1519.50730304,5
2022-12-31,2022,12,FY22-23,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,2738.55500458,4
2022-12-31,2022,12,FY22-23,212.0,CGEPI,Academic and Business Centers,794.0,425.19750977,4
2022-12-31,2022,12,FY22-23,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,427.27949886,2
2022-12-31,2022,12,FY22-23,235.0,JHPEIGO,Academic and Business Centers,794.0,37501.75811685,82
2022-12-31,2022,12,FY22-23,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,769.00240044,4
2023-01-31,2023,1,FY22-23,101.0,University Administration,University Administration,2199.0,27373.40737739,123
2023-01-31,2023,1,FY22-23,110.0,Homewood Student Affairs,University Student Services,737.0,15445.80076198,77
2023-01-31,2023,1,FY22-23,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,3874.0782027200003,23
2023-01-31,2023,1,FY22-23,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,82020.95343673,277
2023-01-31,2023,1,FY22-23,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,82648.24903742,251
2023-01-31,2023,1,FY22-23,125.0,School of Education,School of Education,253.0,2547.69239718,20
2023-01-31,2023,1,FY22-23,126.0,Carey Business School,Carey Business School,338.0,13758.43252188,75
2023-01-31,2023,1,FY22-23,130.0,Sheridan Libraries,Libraries,160.0,1341.9712401900001,3
2023-01-31,2023,1,FY22-23,135.0,PEABODY INSTITUTE,Peabody,304.0,2224.66657409,14
2023-01-31,2023,1,FY22-23,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,15878.93160274,43
2023-01-31,2023,1,FY22-23,141.0,BOLOGNA CENTER,SAIS,195.0,3194.78276998,13
2023-01-31,2023,1,FY22-23,142.0,NANJING CENTER,SAIS,195.0,1071.66646099,1
2023-01-31,2023,1,FY22-23,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,81273.46492345,212
2023-01-31,2023,1,FY22-23,165.0,School of Nursing (SON),School of Nursing,330.0,17877.81349104,59
2023-01-31,2023,1,FY22-23,170.0,School of Medicine (SOM),School of Medicine,11766.0,143963.04082829,466
2023-01-31,2023,1,FY22-23,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,25081.1147133,47
2023-01-31,2023,1,FY22-23,212.0,CGEPI,Academic and Business Centers,794.0,4264.54414292,22
2023-01-31,2023,1,FY22-23,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,2142.19440507,11
2023-01-31,2023,1,FY22-23,235.0,JHPEIGO,Academic and Business Centers,794.0,100090.69547733,171
2023-01-31,2023,1,FY22-23,252.0,JHU PRESS JOURNALS DIVISION,Academic and Business Centers,794.0,786.14819291,3
2023-02-28,2023,2,FY22-23,101.0,University Administration,University Administration,2199.0,12253.3857443,72
2023-02-28,2023,2,FY22-23,110.0,Homewood Student Affairs,University Student Services,737.0,8051.68682746,51
2023-02-28,2023,2,FY22-23,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,614.00080768,4
2023-02-28,2023,2,FY22-23,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,51075.72368414,176
2023-02-28,2023,2,FY22-23,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,49442.75931567,193
2023-02-28,2023,2,FY22-23,125.0,School of Education,School of Education,253.0,21811.06735752,106
2023-02-28,2023,2,FY22-23,126.0,Carey Business School,Carey Business School,338.0,7407.71717042,42
2023-02-28,2023,2,FY22-23,130.0,Sheridan Libraries,Libraries,160.0,1354.9711982,4
2023-02-28,2023,2,FY22-23,135.0,PEABODY INSTITUTE,Peabody,304.0,7388.24444894,27
2023-02-28,2023,2,FY22-23,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,6211.1631156,18
2023-02-28,2023,2,FY22-23,141.0,BOLOGNA CENTER,SAIS,195.0,6935.79057224,20
2023-02-28,2023,2,FY22-23,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,56704.02964561,160
2023-02-28,2023,2,FY22-23,165.0,School of Nursing (SON),School of Nursing,330.0,12861.15419246,32
2023-02-28,2023,2,FY22-23,170.0,School of Medicine (SOM),School of Medicine,11766.0,271542.90499772,907
2023-02-28,2023,2,FY22-23,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,2117.97257126,4
2023-02-28,2023,2,FY22-23,212.0,CGEPI,Academic and Business Centers,794.0,2990.08559461,16
2023-02-28,2023,2,FY22-23,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,429.21180246,3
2023-02-28,2023,2,FY22-23,235.0,JHPEIGO,Academic and Business Centers,794.0,185167.23778624,316
2023-02-28,2023,2,FY22-23,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,328.84541352,2
2023-03-31,2023,3,FY22-23,101.0,University Administration,University Administration,2199.0,33712.57880248,142
2023-03-31,2023,3,FY22-23,110.0,Homewood Student Affairs,University Student Services,737.0,17891.58002027,113
2023-03-31,2023,3,FY22-23,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,2703.5467436100002,15
2023-03-31,2023,3,FY22-23,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,91630.08149912,343
2023-03-31,2023,3,FY22-23,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,120094.46476583,417
2023-03-31,2023,3,FY22-23,125.0,School of Education,School of Education,253.0,9797.32808246,57
2023-03-31,2023,3,FY22-23,126.0,Carey Business School,Carey Business School,338.0,28975.40045723,116
2023-03-31,2023,3,FY22-23,130.0,Sheridan Libraries,Libraries,160.0,996.7738208799999,7
2023-03-31,2023,3,FY22-23,135.0,PEABODY INSTITUTE,Peabody,304.0,5024.48830329,23
2023-03-31,2023,3,FY22-23,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,42015.66014218,119
2023-03-31,2023,3,FY22-23,141.0,BOLOGNA CENTER,SAIS,195.0,699.64358753,4
2023-03-31,2023,3,FY22-23,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,121702.08692723,313
2023-03-31,2023,3,FY22-23,165.0,School of Nursing (SON),School of Nursing,330.0,9269.70941018,45
2023-03-31,2023,3,FY22-23,170.0,School of Medicine (SOM),School of Medicine,11766.0,319764.04927927,1135
2023-03-31,2023,3,FY22-23,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,6697.40508977,16
2023-03-31,2023,3,FY22-23,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,1200.09661132,2
2023-03-31,2023,3,FY22-23,212.0,CGEPI,Academic and Business Centers,794.0,3723.51274362,18
2023-03-31,2023,3,FY22-23,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,471.64083495,2
2023-03-31,2023,3,FY22-23,235.0,JHPEIGO,Academic and Business Centers,794.0,180436.39159093,306
2023-03-31,2023,3,FY22-23,251.0,JHU PRESS BOOK DIVISION,Academic and Business Centers,794.0,923.7862688199999,4
2023-03-31,2023,3,FY22-23,252.0,JHU PRESS JOURNALS DIVISION,Academic and Business Centers,794.0,739.9452717,6
2023-03-31,2023,3,FY22-23,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,1155.5402305,6
2023-04-30,2023,4,FY22-23,101.0,University Administration,University Administration,2199.0,25569.51125129,128
2023-04-30,2023,4,FY22-23,110.0,Homewood Student Affairs,University Student Services,737.0,35121.64089348,144
2023-04-30,2023,4,FY22-23,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,1110.50304174,7
2023-04-30,2023,4,FY22-23,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,99205.71403766,310
2023-04-30,2023,4,FY22-23,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,72804.0830044,289
2023-04-30,2023,4,FY22-23,125.0,School of Education,School of Education,253.0,21375.23310621,124
2023-04-30,2023,4,FY22-23,126.0,Carey Business School,Carey Business School,338.0,15868.6169117,83
2023-04-30,2023,4,FY22-23,130.0,Sheridan Libraries,Libraries,160.0,1751.47445313,8
2023-04-30,2023,4,FY22-23,135.0,PEABODY INSTITUTE,Peabody,304.0,2182.0107453699998,11
2023-04-30,2023,4,FY22-23,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,27090.54716066,72
2023-04-30,2023,4,FY22-23,141.0,BOLOGNA CENTER,SAIS,195.0,1082.2306278400001,3
2023-04-30,2023,4,FY22-23,142.0,NANJING CENTER,SAIS,195.0,163.83757258,2
2023-04-30,2023,4,FY22-23,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,72096.21125096,264
2023-04-30,2023,4,FY22-23,165.0,School of Nursing (SON),School of Nursing,330.0,13031.61874996,59
2023-04-30,2023,4,FY22-23,170.0,School of Medicine (SOM),School of Medicine,11766.0,279718.3907975,1003
2023-04-30,2023,4,FY22-23,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,10166.706512249999,41
2023-04-30,2023,4,FY22-23,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,1951.7491027,3
2023-04-30,2023,4,FY22-23,212.0,CGEPI,Academic and Business Centers,794.0,4784.60596591,29
2023-04-30,2023,4,FY22-23,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,3694.91374319,20
2023-04-30,2023,4,FY22-23,235.0,JHPEIGO,Academic and Business Centers,794.0,172453.24257413,312
2023-04-30,2023,4,FY22-23,250.0,JHU Press,Academic and Business Centers,794.0,525.74987158,2
2023-04-30,2023,4,FY22-23,252.0,JHU PRESS JOURNALS DIVISION,Academic and Business Centers,794.0,821.52839962,2
2023-04-30,2023,4,FY22-23,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,6161.6716496,22
2023-05-31,2023,5,FY22-23,101.0,University Administration,University Administration,2199.0,34855.21432926,161
2023-05-31,2023,5,FY22-23,110.0,Homewood Student Affairs,University Student Services,737.0,37555.65850093,165
2023-05-31,2023,5,FY22-23,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,4989.96538613,31
2023-05-31,2023,5,FY22-23,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,72557.18359262,281
2023-05-31,2023,5,FY22-23,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,95659.61942296,360
2023-05-31,2023,5,FY22-23,125.0,School of Education,School of Education,253.0,12032.572431159999,41
2023-05-31,2023,5,FY22-23,126.0,Carey Business School,Carey Business School,338.0,42639.88038651,112
2023-05-31,2023,5,FY22-23,130.0,Sheridan Libraries,Libraries,160.0,862.83252297,5
2023-05-31,2023,5,FY22-23,135.0,PEABODY INSTITUTE,Peabody,304.0,1734.2651577299998,13
2023-05-31,2023,5,FY22-23,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,18031.43162698,59
2023-05-31,2023,5,FY22-23,141.0,BOLOGNA CENTER,SAIS,195.0,3645.83958213,14
2023-05-31,2023,5,FY22-23,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,103704.89699002,303
2023-05-31,2023,5,FY22-23,165.0,School of Nursing (SON),School of Nursing,330.0,22784.85765177,69
2023-05-31,2023,5,FY22-23,170.0,School of Medicine (SOM),School of Medicine,11766.0,415438.26984121,1360
2023-05-31,2023,5,FY22-23,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,525.74987158,2
2023-05-31,2023,5,FY22-23,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,2779.89541533,7
2023-05-31,2023,5,FY22-23,212.0,CGEPI,Academic and Business Centers,794.0,13303.84222497,50
2023-05-31,2023,5,FY22-23,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,267.77373364,4
2023-05-31,2023,5,FY22-23,235.0,JHPEIGO,Academic and Business Centers,794.0,263041.64914138,427
2023-05-31,2023,5,FY22-23,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,2626.29088718,10
2023-06-30,2023,6,FY22-23,101.0,University Administration,University Administration,2199.0,42969.84163746,185
2023-06-30,2023,6,FY22-23,110.0,Homewood Student Affairs,University Student Services,737.0,32501.813697999998,198
2023-06-30,2023,6,FY22-23,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,13059.76869384,82
2023-06-30,2023,6,FY22-23,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,146029.93889593,451
2023-06-30,2023,6,FY22-23,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,126958.2294018,412
2023-06-30,2023,6,FY22-23,125.0,School of Education,School of Education,253.0,11904.691127639999,44
2023-06-30,2023,6,FY22-23,126.0,Carey Business School,Carey Business School,338.0,45147.68386869,163
2023-06-30,2023,6,FY22-23,130.0,Sheridan Libraries,Libraries,160.0,3759.9906439,18
2023-06-30,2023,6,FY22-23,135.0,PEABODY INSTITUTE,Peabody,304.0,1971.90221272,8
2023-06-30,2023,6,FY22-23,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,17167.97314646,57
2023-06-30,2023,6,FY22-23,141.0,BOLOGNA CENTER,SAIS,195.0,331.68943783,1
2023-06-30,2023,6,FY22-23,142.0,NANJING CENTER,SAIS,195.0,5326.29053829,8
2023-06-30,2023,6,FY22-23,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,103955.89234074,369
2023-06-30,2023,6,FY22-23,165.0,School of Nursing (SON),School of Nursing,330.0,11414.01301992,76
2023-06-30,2023,6,FY22-23,170.0,School of Medicine (SOM),School of Medicine,11766.0,310811.15601184,1135
2023-06-30,2023,6,FY22-23,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,27094.04435807,64
2023-06-30,2023,6,FY22-23,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,15228.6887627,37
2023-06-30,2023,6,FY22-23,212.0,CGEPI,Academic and Business Centers,794.0,19129.77385662,120
2023-06-30,2023,6,FY22-23,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,2626.25459976,16
2023-06-30,2023,6,FY22-23,235.0,JHPEIGO,Academic and Business Centers,794.0,167784.42513849,279
2023-06-30,2023,6,FY22-23,251.0,JHU PRESS BOOK DIVISION,Academic and Business Centers,794.0,1485.72374156,8
2023-06-30,2023,6,FY22-23,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,2786.1731341,22
2023-07-31,2023,7,FY23-24,101.0,University Administration,University Administration,2199.0,25092.93533109,124
2023-07-31,2023,7,FY23-24,110.0,Homewood Student Affairs,University Student Services,737.0,30529.68015318,161
2023-07-31,2023,7,FY23-24,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,6632.91332325,41
2023-07-31,2023,7,FY23-24,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,186247.09612568,441
2023-07-31,2023,7,FY23-24,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,128310.86459925,375
2023-07-31,2023,7,FY23-24,125.0,School of Education,School of Education,253.0,7071.8274669600005,39
2023-07-31,2023,7,FY23-24,126.0,Carey Business School,Carey Business School,338.0,33089.96881105,96
2023-07-31,2023,7,FY23-24,130.0,Sheridan Libraries,Libraries,160.0,3021.64201744,10
2023-07-31,2023,7,FY23-24,135.0,PEABODY INSTITUTE,Peabody,304.0,4432.98567828,25
2023-07-31,2023,7,FY23-24,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,14143.43267369,51
2023-07-31,2023,7,FY23-24,141.0,BOLOGNA CENTER,SAIS,195.0,5566.04133385,15
2023-07-31,2023,7,FY23-24,142.0,NANJING CENTER,SAIS,195.0,3425.5116128600002,4
2023-07-31,2023,7,FY23-24,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,139395.95509477,339
2023-07-31,2023,7,FY23-24,165.0,School of Nursing (SON),School of Nursing,330.0,27120.5432256,90
2023-07-31,2023,7,FY23-24,170.0,School of Medicine (SOM),School of Medicine,11766.0,249710.73198617,770
2023-07-31,2023,7,FY23-24,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,6549.32985289,14
2023-07-31,2023,7,FY23-24,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,6518.004762140001,20
2023-07-31,2023,7,FY23-24,212.0,CGEPI,Academic and Business Centers,794.0,6727.09271188,36
2023-07-31,2023,7,FY23-24,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,3889.35065859,23
2023-07-31,2023,7,FY23-24,235.0,JHPEIGO,Academic and Business Centers,794.0,85085.45993552,167
2023-08-31,2023,8,FY23-24,101.0,University Administration,University Administration,2199.0,22199.79603888,98
2023-08-31,2023,8,FY23-24,110.0,Homewood Student Affairs,University Student Services,737.0,18042.53103293,75
2023-08-31,2023,8,FY23-24,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,1883.48798338,7
2023-08-31,2023,8,FY23-24,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,124418.76517057,328
2023-08-31,2023,8,FY23-24,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,63226.01694917,200
2023-08-31,2023,8,FY23-24,125.0,School of Education,School of Education,253.0,11019.11094613,43
2023-08-31,2023,8,FY23-24,126.0,Carey Business School,Carey Business School,338.0,24690.52176716,86
2023-08-31,2023,8,FY23-24,135.0,PEABODY INSTITUTE,Peabody,304.0,1196.20478858,1
2023-08-31,2023,8,FY23-24,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,20381.92473106,44
2023-08-31,2023,8,FY23-24,141.0,BOLOGNA CENTER,SAIS,195.0,1109.44163553,2
2023-08-31,2023,8,FY23-24,142.0,NANJING CENTER,SAIS,195.0,1905.3375289699998,3
2023-08-31,2023,8,FY23-24,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,79806.1887845,278
2023-08-31,2023,8,FY23-24,165.0,School of Nursing (SON),School of Nursing,330.0,13663.66799895,37
2023-08-31,2023,8,FY23-24,170.0,School of Medicine (SOM),School of Medicine,11766.0,258477.98349441998,721
2023-08-31,2023,8,FY23-24,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,3498.01382104,11
2023-08-31,2023,8,FY23-24,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,1243.26046349,2
2023-08-31,2023,8,FY23-24,212.0,CGEPI,Academic and Business Centers,794.0,8589.05320027,49
2023-08-31,2023,8,FY23-24,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,5305.68837176,42
2023-08-31,2023,8,FY23-24,235.0,JHPEIGO,Academic and Business Centers,794.0,114823.67125676,190
2023-08-31,2023,8,FY23-24,250.0,JHU Press,Academic and Business Centers,794.0,649.30390367,7
2023-08-31,2023,8,FY23-24,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,694.85818778,4
2023-09-30,2023,9,FY23-24,101.0,University Administration,University Administration,2199.0,47160.62712109,219
2023-09-30,2023,9,FY23-24,110.0,Homewood Student Affairs,University Student Services,737.0,32894.774396349996,97
2023-09-30,2023,9,FY23-24,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,3724.97331112,14
2023-09-30,2023,9,FY23-24,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,71898.13652445,217
2023-09-30,2023,9,FY23-24,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,100933.16170193,267
2023-09-30,2023,9,FY23-24,125.0,School of Education,School of Education,253.0,11796.80871277,58
2023-09-30,2023,9,FY23-24,126.0,Carey Business School,Carey Business School,338.0,11934.86409368,66
2023-09-30,2023,9,FY23-24,130.0,Sheridan Libraries,Libraries,160.0,1413.7930598,2
2023-09-30,2023,9,FY23-24,135.0,PEABODY INSTITUTE,Peabody,304.0,4114.68628792,22
2023-09-30,2023,9,FY23-24,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,15169.78525455,43
2023-09-30,2023,9,FY23-24,141.0,BOLOGNA CENTER,SAIS,195.0,3895.0477791000003,8
2023-09-30,2023,9,FY23-24,142.0,NANJING CENTER,SAIS,195.0,3185.94225423,8
2023-09-30,2023,9,FY23-24,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,119076.15891384,297
2023-09-30,2023,9,FY23-24,165.0,School of Nursing (SON),School of Nursing,330.0,13110.42135645,68
2023-09-30,2023,9,FY23-24,170.0,School of Medicine (SOM),School of Medicine,11766.0,327276.15166675,904
2023-09-30,2023,9,FY23-24,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,74.52523027,1
2023-09-30,2023,9,FY23-24,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,286.715752,2
2023-09-30,2023,9,FY23-24,212.0,CGEPI,Academic and Business Centers,794.0,8060.08735861,50
2023-09-30,2023,9,FY23-24,235.0,JHPEIGO,Academic and Business Centers,794.0,159765.27902931,265
2023-09-30,2023,9,FY23-24,250.0,JHU Press,Academic and Business Centers,794.0,1669.93668446,4
2023-09-30,2023,9,FY23-24,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,694.85818778,4
2023-10-31,2023,10,FY23-24,101.0,University Administration,University Administration,2199.0,55261.13409798,261
2023-10-31,2023,10,FY23-24,110.0,Homewood Student Affairs,University Student Services,737.0,40000.06791014,180
2023-10-31,2023,10,FY23-24,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,5047.94810184,24
2023-10-31,2023,10,FY23-24,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,84664.49444262,337
2023-10-31,2023,10,FY23-24,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,129645.18827149,466
2023-10-31,2023,10,FY23-24,125.0,School of Education,School of Education,253.0,38559.56733022,134
2023-10-31,2023,10,FY23-24,126.0,Carey Business School,Carey Business School,338.0,38261.70227724,139
2023-10-31,2023,10,FY23-24,130.0,Sheridan Libraries,Libraries,160.0,1069.62529522,10
2023-10-31,2023,10,FY23-24,135.0,PEABODY INSTITUTE,Peabody,304.0,4519.92573239,38
2023-10-31,2023,10,FY23-24,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,34779.4281122,75
2023-10-31,2023,10,FY23-24,141.0,BOLOGNA CENTER,SAIS,195.0,5127.39934553,17
2023-10-31,2023,10,FY23-24,142.0,NANJING CENTER,SAIS,195.0,3927.1485128100003,15
2023-10-31,2023,10,FY23-24,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,97422.56522775,376
2023-10-31,2023,10,FY23-24,165.0,School of Nursing (SON),School of Nursing,330.0,16373.39720692,79
2023-10-31,2023,10,FY23-24,170.0,School of Medicine (SOM),School of Medicine,11766.0,490027.64714752,1644
2023-10-31,2023,10,FY23-24,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,10054.592080370001,32
2023-10-31,2023,10,FY23-24,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,1759.98384646,4
2023-10-31,2023,10,FY23-24,212.0,CGEPI,Academic and Business Centers,794.0,5457.89583533,30
2023-10-31,2023,10,FY23-24,235.0,JHPEIGO,Academic and Business Centers,794.0,141645.66904107,250
2023-10-31,2023,10,FY23-24,250.0,JHU Press,Academic and Business Centers,794.0,2141.4595854100003,9
2023-10-31,2023,10,FY23-24,251.0,JHU PRESS BOOK DIVISION,Academic and Business Centers,794.0,584.35400884,4
2023-10-31,2023,10,FY23-24,252.0,JHU PRESS JOURNALS DIVISION,Academic and Business Centers,794.0,393.92685015,6
2023-10-31,2023,10,FY23-24,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,3114.13857834,9
2023-11-30,2023,11,FY23-24,101.0,University Administration,University Administration,2199.0,48213.93669792,192
2023-11-30,2023,11,FY23-24,110.0,Homewood Student Affairs,University Student Services,737.0,9680.78205286,61
2023-11-30,2023,11,FY23-24,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,1876.2395769099999,15
2023-11-30,2023,11,FY23-24,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,71538.24271168999,298
2023-11-30,2023,11,FY23-24,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,63519.08753041,247
2023-11-30,2023,11,FY23-24,125.0,School of Education,School of Education,253.0,10914.3900702,81
2023-11-30,2023,11,FY23-24,126.0,Carey Business School,Carey Business School,338.0,17121.1261241,74
2023-11-30,2023,11,FY23-24,130.0,Sheridan Libraries,Libraries,160.0,450.55332455999996,4
2023-11-30,2023,11,FY23-24,135.0,PEABODY INSTITUTE,Peabody,304.0,4506.37239166,15
2023-11-30,2023,11,FY23-24,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,7895.56032564,40
2023-11-30,2023,11,FY23-24,141.0,BOLOGNA CENTER,SAIS,195.0,4921.47747067,11
2023-11-30,2023,11,FY23-24,142.0,NANJING CENTER,SAIS,195.0,820.4669934,2
2023-11-30,2023,11,FY23-24,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,110647.55041502,366
2023-11-30,2023,11,FY23-24,165.0,School of Nursing (SON),School of Nursing,330.0,19434.75123847,93
2023-11-30,2023,11,FY23-24,170.0,School of Medicine (SOM),School of Medicine,11766.0,424778.49018903,1286
2023-11-30,2023,11,FY23-24,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,9855.00235533,24
2023-11-30,2023,11,FY23-24,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,1028.87455458,4
2023-11-30,2023,11,FY23-24,212.0,CGEPI,Academic and Business Centers,794.0,6346.93692678,29
2023-11-30,2023,11,FY23-24,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,856.45047798,7
2023-11-30,2023,11,FY23-24,235.0,JHPEIGO,Academic and Business Centers,794.0,148032.92125977,254
2023-11-30,2023,11,FY23-24,250.0,JHU Press,Academic and Business Centers,794.0,552.36667326,6
2023-11-30,2023,11,FY23-24,251.0,JHU PRESS BOOK DIVISION,Academic and Business Centers,794.0,1061.04332712,8
2023-11-30,2023,11,FY23-24,252.0,JHU PRESS JOURNALS DIVISION,Academic and Business Centers,794.0,1142.57202396,8
2023-11-30,2023,11,FY23-24,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,1854.9025907599998,12
2023-12-31,2023,12,FY23-24,101.0,University Administration,University Administration,2199.0,20581.73671645,104
2023-12-31,2023,12,FY23-24,110.0,Homewood Student Affairs,University Student Services,737.0,17930.38031342,92
2023-12-31,2023,12,FY23-24,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,1383.7198841,4
2023-12-31,2023,12,FY23-24,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,72951.45063715,226
2023-12-31,2023,12,FY23-24,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,117323.35543514,331
2023-12-31,2023,12,FY23-24,125.0,School of Education,School of Education,253.0,2529.60313254,14
2023-12-31,2023,12,FY23-24,126.0,Carey Business School,Carey Business School,338.0,27027.76090158,59
2023-12-31,2023,12,FY23-24,130.0,Sheridan Libraries,Libraries,160.0,3196.99176494,22
2023-12-31,2023,12,FY23-24,135.0,PEABODY INSTITUTE,Peabody,304.0,2038.22649256,18
